time,x0,x1,x2,speed,h
0,0.2249178608000416,0.4368823706219152,0.3381997685780432,0.2598076211353316,0.9999999999999998
0.1,0.21672103851383223,0.4240613795563109,0.35921758192985687,0.25980762113484446,0.9999999999999998
0.2,0.2120138478861381,0.40852534491063974,0.3794608072032222,0.25980762113435746,0.9999999999999998
0.3,0.21093715194911922,0.39073918368556576,0.398323664365315,0.25980762113387035,0.9999999999999998
0.4,0.21352317090933792,0.3712351480882082,0.41524168100245396,0.25980762113338335,0.9999999999999998
0.5,0.21969451795566433,0.3505968978449693,0.4297085841993664,0.2598076211328961,0.9999999999999998
0.6,0.22926651506539703,0.329442034140497,0.44129145079410587,0.2598076211324091,0.9999999999999998
0.7000000000000001,0.2419527195079285,0.3084036178559665,0.44964366263610506,0.25980762113192196,0.9999999999999998
0.8,0.257373495664917,0.2881112251747848,0.4545152791602982,0.25980762113143485,0.9999999999999998
0.9,0.275067375654607,0.2691721074681384,0.4557605168772547,0.2598076211309478,0.9999999999999998
1,0.29450486879276117,0.2521530192522177,0.45334211195502117,0.25980762113046063,0.9999999999999998
1.1,0.31510430664105377,0.2375632580168622,0.44733243534208406,0.25980762112997347,0.9999999999999998
1.2,0.3362492494786633,0.22583942346002273,0.43791132706131397,0.2598076211294864,0.9999999999999998
1.3,0.3573069333070986,0.2173323522090932,0.4253607144838082,0.2598076211289993,0.9999999999999998
1.4000000000000001,0.37764720536025764,0.21229661900855287,0.4100561756311895,0.25980762112851224,0.9999999999999998
1.5,0.39666138147316066,0.21088291855166694,0.3924556999751724,0.2598076211280251,0.9999999999999998
1.6,0.4137804610011868,0.2131335559305015,0.3730859830683117,0.259807621127538,0.9999999999999998
1.7,0.428492154206991,0.2189811806528747,0.3525266651401344,0.25980762112705097,0.9999999999999998
1.8,0.440356212569272,0.22825080211088106,0.331392985319847,0.25980762112656397,0.9999999999999998
1.9000000000000001,0.44901760325275314,0.2406650261879433,0.31031737055930364,0.2598076211260769,0.9999999999999998
2,0.4542171334923752,0.25585235629853176,0.28993051020909316,0.2598076211255899,0.9999999999999998
2.1,0.4557992069562074,0.2733583104513177,0.27084248259247484,0.25980762112510275,0.9999999999999998
2.2,0.45371647997733733,0.2926590216568118,0.25362449836585094,0.2598076211246156,0.9999999999999998
2.3000000000000003,0.44803127831664874,0.31317691468626974,0.2387918069970814,0.2598076211241285,0.9999999999999998
2.4,0.4389137320597584,0.3342979900536825,0.22678827788655914,0.2598076211236414,0.9999999999999998
2.5,0.42663668446145747,0.3553901979963922,0.21797311754215032,0.2598076211231543,0.9999999999999998
2.6,0.4115675270908722,0.3758223526115907,0.2126101202975372,0.25980762112266725,0.9999999999999998
2.7,0.3941572056112338,0.39498302014174536,0.21085977424702088,0.25980762112218014,0.9999999999999998
2.8000000000000003,0.3749267251971236,0.41229881617559966,0.21277445862727667,0.2598076211216931,0.9999999999999998
2.9,0.3544515594155923,0.4272515642196346,0.21829687636477313,0.25980762112120614,0.9999999999999998
3,0.33334442913655415,0.4393938021684557,0.22726176869499018,0.259807621120719,0.9999999999999998
3.1,0.31223696681485247,0.4483621726418194,0.2394008605433282,0.2598076211202318,0.9999999999999998
3.2,0.29176081484172994,0.4538882964814566,0.2543508886768135,0.2598076211197448,0.9999999999999998
3.3000000000000003,0.272528723598951,0.45580680401748935,0.2716644723835596,0.25980762111925754,0.9999999999999998
3.4,0.25511621485772346,0.4540602837681906,0.290823501374086,0.25980762111877037,0.9999999999999998
3.5,0.24004435924657982,0.44870100048287476,0.3112546402705455,0.25980762111828326,0.9999999999999998
3.6,0.22776418317378302,0.4398893311153593,0.3323464857108577,0.25980762111779626,0.9999999999999998
3.7,0.21864317182827064,0.4278889655316063,0.3534678626401231,0.2598076211173091,0.9999999999999998
3.8000000000000003,0.2129542721578458,0.41305901557072905,0.3739867122714252,0.2598076211168221,0.9999999999999998
3.9,0.2108677249113171,0.3958432685963032,0.39328900649237974,0.259807621116335,0.9999999999999998
4,0.2124459701713371,0.3767569071262652,0.41079712270239765,0.25980762111584793,0.9999999999999998
4.1,0.21764177883025168,0.3563710919574679,0.42598712921228044,0.25980762111536104,0.9999999999999998
4.2,0.2262996659246853,0.3352958701360459,0.43840446393926874,0.2598076211148739,0.9999999999999998
4.3,0.23816054353471833,0.31416191925385833,0.44767753721142334,0.2598076211143868,0.9999999999999998
4.4,0.2528694740093008,0.293601674374305,0.4535288516163942,0.2598076211138995,0.9999999999999998
4.5,0.26998629150205045,0.27423040236567525,0.45578330613227436,0.2598076211134122,0.9999999999999998
4.6000000000000005,0.28899877396718116,0.2566277899940218,0.4543734360387971,0.25980762111292516,0.9999999999999998
4.7,0.30933797144259656,0.24132059675325962,0.4493414318041438,0.25980762111243805,0.9999999999999998
4.8,0.33039523192012876,0.22876689154784852,0.4408378765320228,0.2598076211119509,0.9999999999999998
4.9,0.35154041530248004,0.2193423449465109,0.4291172397510091,0.2598076211114639,0.9999999999999998
5,0.3721407503928416,0.21332898721232008,0.41453026239483837,0.2598076211109769,0.9999999999999998
